date,areaType,areaCode,areaName,cumCasesByPublishDateRate,cumDeathsByPublishDateRate,newCasesByPublishDateRollingRate
08/05/2020,region,E12000005,West Midlands,,,23.7
07/05/2020,region,E12000005,West Midlands,,,25
06/05/2020,region,E12000005,West Midlands,,,26.3
05/05/2020,region,E12000005,West Midlands,,,27.4
04/05/2020,region,E12000005,West Midlands,,,29.3
03/05/2020,region,E12000005,West Midlands,,,30.1
02/05/2020,region,E12000005,West Midlands,,,32.2
01/05/2020,region,E12000005,West Midlands,,,33.6
30/04/2020,region,E12000005,West Midlands,,,33.8
29/04/2020,region,E12000005,West Midlands,,,35.9
28/04/2020,region,E12000005,West Midlands,,,38.4
27/04/2020,region,E12000005,West Midlands,,,38.2
26/04/2020,region,E12000005,West Midlands,,,39.8
25/04/2020,region,E12000005,West Midlands,,,41.2
24/04/2020,region,E12000005,West Midlands,,,41.4
23/04/2020,region,E12000005,West Midlands,,,42.4
22/04/2020,region,E12000005,West Midlands,,,35.7
21/04/2020,region,E12000005,West Midlands,,,29.9
20/04/2020,region,E12000005,West Midlands,,,24.3
19/04/2020,region,E12000005,West Midlands,,,18.2
18/04/2020,region,E12000005,West Midlands,,,11.8
17/04/2020,region,E12000005,West Midlands,,,6.3
16/04/2020,region,E12000005,West Midlands,,,0
15/04/2020,region,E12000005,West Midlands,,,0
14/04/2020,region,E12000005,West Midlands,,,0
13/04/2020,region,E12000005,West Midlands,,,0
12/04/2020,region,E12000005,West Midlands,,,0
11/04/2020,region,E12000005,West Midlands,,,0
10/04/2020,region,E12000005,West Midlands,,,0
09/04/2020,region,E12000005,West Midlands,,,0
08/04/2020,region,E12000005,West Midlands,,,0
07/04/2020,region,E12000005,West Midlands,,,0
06/04/2020,region,E12000005,West Midlands,,,0
05/04/2020,region,E12000005,West Midlands,,,0
04/04/2020,region,E12000005,West Midlands,,,0
03/04/2020,region,E12000005,West Midlands,,,0
02/04/2020,region,E12000005,West Midlands,,,0
01/04/2020,region,E12000005,West Midlands,,,0
31/03/2020,region,E12000005,West Midlands,,,0
30/03/2020,region,E12000005,West Midlands,,,0
29/03/2020,region,E12000005,West Midlands,,,0
28/03/2020,region,E12000005,West Midlands,,,0
27/03/2020,region,E12000005,West Midlands,,,0
26/03/2020,region,E12000005,West Midlands,,,0
25/03/2020,region,E12000005,West Midlands,,,0
24/03/2020,region,E12000005,West Midlands,,,0
23/03/2020,region,E12000005,West Midlands,,,0
22/03/2020,region,E12000005,West Midlands,,,0
21/03/2020,region,E12000005,West Midlands,,,0
20/03/2020,region,E12000005,West Midlands,,,0
19/03/2020,region,E12000005,West Midlands,,,0
18/03/2020,region,E12000005,West Midlands,,,0
17/03/2020,region,E12000005,West Midlands,,,0
16/03/2020,region,E12000005,West Midlands,,,0
15/03/2020,region,E12000005,West Midlands,,,0
14/03/2020,region,E12000005,West Midlands,,,0
13/03/2020,region,E12000005,West Midlands,,,0
12/03/2020,region,E12000005,West Midlands,,,0
11/03/2020,region,E12000005,West Midlands,,,0
10/03/2020,region,E12000005,West Midlands,,,0
09/03/2020,region,E12000005,West Midlands,,,0
08/03/2020,region,E12000005,West Midlands,,,0
07/03/2020,region,E12000005,West Midlands,,,0
06/03/2020,region,E12000005,West Midlands,,,0
05/03/2020,region,E12000005,West Midlands,,,0
04/03/2020,region,E12000005,West Midlands,,,0
03/03/2020,region,E12000005,West Midlands,,,0
02/03/2020,region,E12000005,West Midlands,,,0
01/03/2020,region,E12000005,West Midlands,,,0
29/02/2020,region,E12000005,West Midlands,,,0
28/02/2020,region,E12000005,West Midlands,,,0
27/02/2020,region,E12000005,West Midlands,,,0
26/02/2020,region,E12000005,West Midlands,,,0
25/02/2020,region,E12000005,West Midlands,,,0
24/02/2020,region,E12000005,West Midlands,,,0
23/02/2020,region,E12000005,West Midlands,,,0
22/02/2020,region,E12000005,West Midlands,,,0
21/02/2020,region,E12000005,West Midlands,,,0
20/02/2020,region,E12000005,West Midlands,,,0
19/02/2020,region,E12000005,West Midlands,,,0
18/02/2020,region,E12000005,West Midlands,,,0
17/02/2020,region,E12000005,West Midlands,,,0
16/02/2020,region,E12000005,West Midlands,,,0
15/02/2020,region,E12000005,West Midlands,,,0
14/02/2020,region,E12000005,West Midlands,,,0
13/02/2020,region,E12000005,West Midlands,,,0
12/02/2020,region,E12000005,West Midlands,,,0
11/02/2020,region,E12000005,West Midlands,,,0
10/02/2020,region,E12000005,West Midlands,,,0
09/02/2020,region,E12000005,West Midlands,,,0
08/02/2020,region,E12000005,West Midlands,,,0
07/02/2020,region,E12000005,West Midlands,,,0
06/02/2020,region,E12000005,West Midlands,,,0
05/02/2020,region,E12000005,West Midlands,,,0
04/02/2020,region,E12000005,West Midlands,,,0
03/02/2020,region,E12000005,West Midlands,,,0
02/02/2020,region,E12000005,West Midlands,,,0
01/02/2020,region,E12000005,West Midlands,,,0
31/01/2020,region,E12000005,West Midlands,,,0
30/01/2020,region,E12000005,West Midlands,,,0
29/01/2020,region,E12000005,West Midlands,,,0
28/01/2020,region,E12000005,West Midlands,,,0
27/01/2020,region,E12000005,West Midlands,,,0
26/01/2020,region,E12000005,West Midlands,,,0
25/01/2020,region,E12000005,West Midlands,,,0
24/01/2020,region,E12000005,West Midlands,,,0
23/01/2020,region,E12000005,West Midlands,,,0
22/01/2020,region,E12000005,West Midlands,,,0
21/01/2020,region,E12000005,West Midlands,,,0
20/01/2020,region,E12000005,West Midlands,,,0
19/01/2020,region,E12000005,West Midlands,,,0
18/01/2020,region,E12000005,West Midlands,,,0
17/01/2020,region,E12000005,West Midlands,,,0
16/01/2020,region,E12000005,West Midlands,,,0
15/01/2020,region,E12000005,West Midlands,,,0
14/01/2020,region,E12000005,West Midlands,,,0
13/01/2020,region,E12000005,West Midlands,,,0
12/01/2020,region,E12000005,West Midlands,,,0
11/01/2020,region,E12000005,West Midlands,,,0
10/01/2020,region,E12000005,West Midlands,,,0
09/01/2020,region,E12000005,West Midlands,,,0
08/01/2020,region,E12000005,West Midlands,,,0
07/01/2020,region,E12000005,West Midlands,,,0
06/01/2020,region,E12000005,West Midlands,,,0
05/01/2020,region,E12000005,West Midlands,,,0
04/01/2020,region,E12000005,West Midlands,,,0
03/01/2020,region,E12000005,West Midlands,,,0
18/12/2020,region,E12000006,East of England,1978,107.1,332.9
17/12/2020,region,E12000006,East of England,,106.3,305
16/12/2020,region,E12000006,East of England,,105.4,281.1
15/12/2020,region,E12000006,East of England,,104.4,250.2
14/12/2020,region,E12000006,East of England,,104,234.9
13/12/2020,region,E12000006,East of England,,103.8,210.5
12/12/2020,region,E12000006,East of England,,103.6,201.3
11/12/2020,region,E12000006,East of England,,102.9,189.2
10/12/2020,region,E12000006,East of England,,102.2,171.2
09/12/2020,region,E12000006,East of England,,101.4,151.9
08/12/2020,region,E12000006,East of England,,100.6,150.4
07/12/2020,region,E12000006,East of England,,100,143.8
06/12/2020,region,E12000006,East of England,,99.7,139.9
05/12/2020,region,E12000006,East of England,,99.5,131.3
04/12/2020,region,E12000006,East of England,,99,126.1
03/12/2020,region,E12000006,East of England,,98.5,120.7
02/12/2020,region,E12000006,East of England,,97.9,119.4
01/12/2020,region,E12000006,East of England,,97.2,117.3
30/11/2020,region,E12000006,East of England,,96.6,117
29/11/2020,region,E12000006,East of England,,96.3,115.3
28/11/2020,region,E12000006,East of England,,96.1,123
27/11/2020,region,E12000006,East of England,,95.6,125
26/11/2020,region,E12000006,East of England,,94.9,128.2
25/11/2020,region,E12000006,East of England,,94.5,134.5
24/11/2020,region,E12000006,East of England,,93.9,129.8
23/11/2020,region,E12000006,East of England,,93.2,133.3
22/11/2020,region,E12000006,East of England,,93,117.5
21/11/2020,region,E12000006,East of England,,92.5,116.8
20/11/2020,region,E12000006,East of England,,92.4,117.2
19/11/2020,region,E12000006,East of England,,91.7,125.2
18/11/2020,region,E12000006,East of England,,91.4,132.9
17/11/2020,region,E12000006,East of England,,90.7,139.7
16/11/2020,region,E12000006,East of England,,90.3,137.6
15/11/2020,region,E12000006,East of England,,90.2,156.8
14/11/2020,region,E12000006,East of England,,90,150
13/11/2020,region,E12000006,East of England,,89.7,150.1
12/11/2020,region,E12000006,East of England,,89.4,139.8
11/11/2020,region,E12000006,East of England,,88.7,124.9
10/11/2020,region,E12000006,East of England,,88.1,121.9
09/11/2020,region,E12000006,East of England,,87.8,118.4
08/11/2020,region,E12000006,East of England,,87.6,113.1
07/11/2020,region,E12000006,East of England,,87.5,112.3
06/11/2020,region,E12000006,East of England,,87.1,106.5
05/11/2020,region,E12000006,East of England,,86.7,109
04/11/2020,region,E12000006,East of England,,86.4,108.9
03/11/2020,region,E12000006,East of England,,85.8,108.3
02/11/2020,region,E12000006,East of England,,85.6,108.6
01/11/2020,region,E12000006,East of England,,85.5,107.5
31/10/2020,region,E12000006,East of England,,85.3,107.6
30/10/2020,region,E12000006,East of England,,84.9,109.2
29/10/2020,region,E12000006,East of England,,84.5,104.1
28/10/2020,region,E12000006,East of England,,84.3,102.9
27/10/2020,region,E12000006,East of England,,84.1,107
26/10/2020,region,E12000006,East of England,,83.7,106.2
25/10/2020,region,E12000006,East of England,,83.5,104.9
24/10/2020,region,E12000006,East of England,,83.3,102.9
23/10/2020,region,E12000006,East of England,,83.1,97.6
22/10/2020,region,E12000006,East of England,,82.7,93.2
21/10/2020,region,E12000006,East of England,,82.4,92.4
20/10/2020,region,E12000006,East of England,,82.1,84.3
19/10/2020,region,E12000006,East of England,,81.8,82.9
18/10/2020,region,E12000006,East of England,,81.8,77.4
17/10/2020,region,E12000006,East of England,,81.7,69.4
16/10/2020,region,E12000006,East of England,,81.6,68.1
15/10/2020,region,E12000006,East of England,,81.4,69.5
14/10/2020,region,E12000006,East of England,,81.3,67.7
13/10/2020,region,E12000006,East of England,,81.2,64.1
12/10/2020,region,E12000006,East of England,,81,61.4
11/10/2020,region,E12000006,East of England,,80.9,61.2
10/10/2020,region,E12000006,East of England,,80.8,69.4
09/10/2020,region,E12000006,East of England,,80.8,66.7
08/10/2020,region,E12000006,East of England,,80.6,59.7
07/10/2020,region,E12000006,East of England,,80.5,51.1
06/10/2020,region,E12000006,East of England,,80.4,44
05/10/2020,region,E12000006,East of England,,80.3,39.7
04/10/2020,region,E12000006,East of England,,80.3,36.2
03/10/2020,region,E12000006,East of England,,80.3,26.1
02/10/2020,region,E12000006,East of England,,80.2,22.8
01/10/2020,region,E12000006,East of England,,80,22.5
30/09/2020,region,E12000006,East of England,,79.9,22.3
29/09/2020,region,E12000006,East of England,,79.7,23.3
28/09/2020,region,E12000006,East of England,,79.6,22.8
27/09/2020,region,E12000006,East of England,,79.6,23.1
26/09/2020,region,E12000006,East of England,,79.6,22.2
25/09/2020,region,E12000006,East of England,,79.5,21.6
24/09/2020,region,E12000006,East of England,,79.2,19.9
23/09/2020,region,E12000006,East of England,,79.2,17.8
22/09/2020,region,E12000006,East of England,,79.1,15.6
21/09/2020,region,E12000006,East of England,,78.8,14.7
20/09/2020,region,E12000006,East of England,,78.8,13.1
19/09/2020,region,E12000006,East of England,,78.8,13.1
18/09/2020,region,E12000006,East of England,,78.7,13.8
17/09/2020,region,E12000006,East of England,,78.6,14.2
16/09/2020,region,E12000006,East of England,,78.4,14.8
15/09/2020,region,E12000006,East of England,,78.2,15
14/09/2020,region,E12000006,East of England,,78.1,14.7
13/09/2020,region,E12000006,East of England,,78.1,15.2
12/09/2020,region,E12000006,East of England,,78.1,14.8
11/09/2020,region,E12000006,East of England,,78,13.8
10/09/2020,region,E12000006,East of England,,77.9,13.2
09/09/2020,region,E12000006,East of England,,77.7,12.2
08/09/2020,region,E12000006,East of England,,77.5,11.7
07/09/2020,region,E12000006,East of England,,77.4,11.5
06/09/2020,region,E12000006,East of England,,77.4,11.3
05/09/2020,region,E12000006,East of England,,77.4,11.4
04/09/2020,region,E12000006,East of England,,77.1,10.5
03/09/2020,region,E12000006,East of England,,76.9,10.8
02/09/2020,region,E12000006,East of England,,76.8,10.8
01/09/2020,region,E12000006,East of England,,76.6,10.6
31/08/2020,region,E12000006,East of England,,76.6,10.1
30/08/2020,region,E12000006,East of England,,76.6,9.6
29/08/2020,region,E12000006,East of England,,76.4,8.7
28/08/2020,region,E12000006,East of England,,76.4,8.9
27/08/2020,region,E12000006,East of England,,76.2,8
26/08/2020,region,E12000006,East of England,,76.1,7.2
25/08/2020,region,E12000006,East of England,,76.1,6.7
24/08/2020,region,E12000006,East of England,,76,6.5
23/08/2020,region,E12000006,East of England,,76,6.1
22/08/2020,region,E12000006,East of England,,76,6.2
21/08/2020,region,E12000006,East of England,,75.8,5.8
20/08/2020,region,E12000006,East of England,,75.7,6.3
19/08/2020,region,E12000006,East of England,,75.6,5.6
18/08/2020,region,E12000006,East of England,,75.6,5.8
17/08/2020,region,E12000006,East of England,,75.5,5.7
16/08/2020,region,E12000006,East of England,,75.4,6.1
15/08/2020,region,E12000006,East of England,,75.4,6.1
14/08/2020,region,E12000006,East of England,,75.1,6.1
13/08/2020,region,E12000006,East of England,,74.9,5.5
12/08/2020,region,E12000006,East of England,,74.9,6
11/08/2020,region,E12000006,East of England,,74.6,5.9
10/08/2020,region,E12000006,East of England,,74.9,5.8
09/08/2020,region,E12000006,East of England,,74.9,5.7
08/08/2020,region,E12000006,East of England,,74.9,5.2
07/08/2020,region,E12000006,East of England,,74.9,5.4
06/08/2020,region,E12000006,East of England,,74.7,5.6
05/08/2020,region,E12000006,East of England,,74.6,6.3
04/08/2020,region,E12000006,East of England,,74.5,6.1
03/08/2020,region,E12000006,East of England,,74.3,5.8
02/08/2020,region,E12000006,East of England,,74.3,5.6
01/08/2020,region,E12000006,East of England,,74.3,6.1
31/07/2020,region,E12000006,East of England,,74.1,5.9
30/07/2020,region,E12000006,East of England,,73.8,6
29/07/2020,region,E12000006,East of England,,73.7,5.9
28/07/2020,region,E12000006,East of England,,73.6,6
27/07/2020,region,E12000006,East of England,,73.4,5.8
26/07/2020,region,E12000006,East of England,,73.4,5.6
25/07/2020,region,E12000006,East of England,,73.4,5.9
24/07/2020,region,E12000006,East of England,,73.3,6.8
23/07/2020,region,E12000006,East of England,,73,6.6
22/07/2020,region,E12000006,East of England,,73,6.3
21/07/2020,region,E12000006,East of England,,72.9,6.2
20/07/2020,region,E12000006,East of England,,72.7,6.4
19/07/2020,region,E12000006,East of England,,72.6,6.7
18/07/2020,region,E12000006,East of England,,72.6,6.7
17/07/2020,region,E12000006,East of England,,72.5,6.1
16/07/2020,region,E12000006,East of England,,72.4,5.8
15/07/2020,region,E12000006,East of England,,72.2,5.7
14/07/2020,region,E12000006,East of England,,71.9,6.1
13/07/2020,region,E12000006,East of England,,71.6,6.9
12/07/2020,region,E12000006,East of England,,71.6,6.6
11/07/2020,region,E12000006,East of England,,71.5,6
10/07/2020,region,E12000006,East of England,,71.1,5.5
09/07/2020,region,E12000006,East of England,,,5.7
08/07/2020,region,E12000006,East of England,,,5.3
07/07/2020,region,E12000006,East of England,,,131.1
06/07/2020,region,E12000006,East of England,,,130.9
05/07/2020,region,E12000006,East of England,,,130.6
04/07/2020,region,E12000006,East of England,,,130.1
03/07/2020,region,E12000006,East of England,,,129.6
02/07/2020,region,E12000006,East of England,,,129.2
01/07/2020,region,E12000006,East of England,,,129.2
30/06/2020,region,E12000006,East of England,,,2.7
29/06/2020,region,E12000006,East of England,,,1.9
28/06/2020,region,E12000006,East of England,,,2.1
27/06/2020,region,E12000006,East of England,,,2.6
26/06/2020,region,E12000006,East of England,,,3.4
25/06/2020,region,E12000006,East of England,,,4.4
24/06/2020,region,E12000006,East of England,,,4.6
23/06/2020,region,E12000006,East of England,,,5.1
22/06/2020,region,E12000006,East of England,,,5.4
21/06/2020,region,E12000006,East of England,,,5.1
20/06/2020,region,E12000006,East of England,,,5
19/06/2020,region,E12000006,East of England,,,4.6
18/06/2020,region,E12000006,East of England,,,4
17/06/2020,region,E12000006,East of England,,,3.8
16/06/2020,region,E12000006,East of England,,,3.3
15/06/2020,region,E12000006,East of England,,,5.3
14/06/2020,region,E12000006,East of England,,,5.4
13/06/2020,region,E12000006,East of England,,,5.1
12/06/2020,region,E12000006,East of England,,,5
11/06/2020,region,E12000006,East of England,,,6.3
10/06/2020,region,E12000006,East of England,,,6.5
09/06/2020,region,E12000006,East of England,,,6.9
08/06/2020,region,E12000006,East of England,,,5
07/06/2020,region,E12000006,East of England,,,5.2
06/06/2020,region,E12000006,East of England,,,5.4
05/06/2020,region,E12000006,East of England,,,5.8
04/06/2020,region,E12000006,East of England,,,5.2
03/06/2020,region,E12000006,East of England,,,5.9
02/06/2020,region,E12000006,East of England,,,7.4
01/06/2020,region,E12000006,East of England,,,7.4
31/05/2020,region,E12000006,East of England,,,7.7
30/05/2020,region,E12000006,East of England,,,7.9
29/05/2020,region,E12000006,East of England,,,8.9
28/05/2020,region,E12000006,East of England,,,10.2
27/05/2020,region,E12000006,East of England,,,10.2
26/05/2020,region,E12000006,East of England,,,10.4
25/05/2020,region,E12000006,East of England,,,10
24/05/2020,region,E12000006,East of England,,,11
23/05/2020,region,E12000006,East of England,,,11.3
22/05/2020,region,E12000006,East of England,,,11
21/05/2020,region,E12000006,East of England,,,10.9
20/05/2020,region,E12000006,East of England,,,12
19/05/2020,region,E12000006,East of England,,,12.8
18/05/2020,region,E12000006,East of England,,,13.4
17/05/2020,region,E12000006,East of England,,,13.3
16/05/2020,region,E12000006,East of England,,,14.4
15/05/2020,region,E12000006,East of England,,,16.3
14/05/2020,region,E12000006,East of England,,,17.4
13/05/2020,region,E12000006,East of England,,,18.8
12/05/2020,region,E12000006,East of England,,,18.2
11/05/2020,region,E12000006,East of England,,,19.5
10/05/2020,region,E12000006,East of England,,,20.2
09/05/2020,region,E12000006,East of England,,,20.7
08/05/2020,region,E12000006,East of England,,,21.6
07/05/2020,region,E12000006,East of England,,,21.8
06/05/2020,region,E12000006,East of England,,,21.7
05/05/2020,region,E12000006,East of England,,,21.4
04/05/2020,region,E12000006,East of England,,,24.2
03/05/2020,region,E12000006,East of England,,,25.9
02/05/2020,region,E12000006,East of England,,,25.8
01/05/2020,region,E12000006,East of England,,,26.2
30/04/2020,region,E12000006,East of England,,,26
29/04/2020,region,E12000006,East of England,,,29.1
28/04/2020,region,E12000006,East of England,,,31.1
27/04/2020,region,E12000006,East of England,,,29.5
26/04/2020,region,E12000006,East of England,,,29.7
25/04/2020,region,E12000006,East of England,,,31.6
24/04/2020,region,E12000006,East of England,,,32.4
23/04/2020,region,E12000006,East of England,,,34.6
22/04/2020,region,E12000006,East of England,,,27.6
21/04/2020,region,E12000006,East of England,,,23.5
20/04/2020,region,E12000006,East of England,,,19.8
19/04/2020,region,E12000006,East of England,,,15.7
18/04/2020,region,E12000006,East of England,,,11.3
17/04/2020,region,E12000006,East of England,,,5.8
16/04/2020,region,E12000006,East of England,,,0
15/04/2020,region,E12000006,East of England,,,0
14/04/2020,region,E12000006,East of England,,,0
13/04/2020,region,E12000006,East of England,,,0
12/04/2020,region,E12000006,East of England,,,0
11/04/2020,region,E12000006,East of England,,,0
10/04/2020,region,E12000006,East of England,,,0
09/04/2020,region,E12000006,East of England,,,0
08/04/2020,region,E12000006,East of England,,,0
07/04/2020,region,E12000006,East of England,,,0
06/04/2020,region,E12000006,East of England,,,0
05/04/2020,region,E12000006,East of England,,,0
04/04/2020,region,E12000006,East of England,,,0
03/04/2020,region,E12000006,East of England,,,0
02/04/2020,region,E12000006,East of England,,,0
01/04/2020,region,E12000006,East of England,,,0
31/03/2020,region,E12000006,East of England,,,0
30/03/2020,region,E12000006,East of England,,,0
29/03/2020,region,E12000006,East of England,,,0
28/03/2020,region,E12000006,East of England,,,0
27/03/2020,region,E12000006,East of England,,,0
26/03/2020,region,E12000006,East of England,,,0
25/03/2020,region,E12000006,East of England,,,0
24/03/2020,region,E12000006,East of England,,,0
23/03/2020,region,E12000006,East of England,,,0
22/03/2020,region,E12000006,East of England,,,0
21/03/2020,region,E12000006,East of England,,,0
20/03/2020,region,E12000006,East of England,,,0
19/03/2020,region,E12000006,East of England,,,0
18/03/2020,region,E12000006,East of England,,,0
17/03/2020,region,E12000006,East of England,,,0
16/03/2020,region,E12000006,East of England,,,0
15/03/2020,region,E12000006,East of England,,,0
14/03/2020,region,E12000006,East of England,,,0
13/03/2020,region,E12000006,East of England,,,0
12/03/2020,region,E12000006,East of England,,,0
11/03/2020,region,E12000006,East of England,,,0
10/03/2020,region,E12000006,East of England,,,0
09/03/2020,region,E12000006,East of England,,,0
08/03/2020,region,E12000006,East of England,,,0
07/03/2020,region,E12000006,East of England,,,0
06/03/2020,region,E12000006,East of England,,,0
05/03/2020,region,E12000006,East of England,,,0
04/03/2020,region,E12000006,East of England,,,0
03/03/2020,region,E12000006,East of England,,,0
02/03/2020,region,E12000006,East of England,,,0
01/03/2020,region,E12000006,East of England,,,0
29/02/2020,region,E12000006,East of England,,,0
28/02/2020,region,E12000006,East of England,,,0
27/02/2020,region,E12000006,East of England,,,0
26/02/2020,region,E12000006,East of England,,,0
25/02/2020,region,E12000006,East of England,,,0
24/02/2020,region,E12000006,East of England,,,0
23/02/2020,region,E12000006,East of England,,,0
22/02/2020,region,E12000006,East of England,,,0
21/02/2020,region,E12000006,East of England,,,0
20/02/2020,region,E12000006,East of England,,,0
19/02/2020,region,E12000006,East of England,,,0
18/02/2020,region,E12000006,East of England,,,0
17/02/2020,region,E12000006,East of England,,,0
16/02/2020,region,E12000006,East of England,,,0
15/02/2020,region,E12000006,East of England,,,0
14/02/2020,region,E12000006,East of England,,,0
13/02/2020,region,E12000006,East of England,,,0
12/02/2020,region,E12000006,East of England,,,0
11/02/2020,region,E12000006,East of England,,,0
10/02/2020,region,E12000006,East of England,,,0
09/02/2020,region,E12000006,East of England,,,0
08/02/2020,region,E12000006,East of England,,,0
07/02/2020,region,E12000006,East of England,,,0
06/02/2020,region,E12000006,East of England,,,0
05/02/2020,region,E12000006,East of England,,,0
04/02/2020,region,E12000006,East of England,,,0
03/02/2020,region,E12000006,East of England,,,0
02/02/2020,region,E12000006,East of England,,,0
01/02/2020,region,E12000006,East of England,,,0
31/01/2020,region,E12000006,East of England,,,0
30/01/2020,region,E12000006,East of England,,,0
29/01/2020,region,E12000006,East of England,,,0
28/01/2020,region,E12000006,East of England,,,0
27/01/2020,region,E12000006,East of England,,,0
26/01/2020,region,E12000006,East of England,,,0
25/01/2020,region,E12000006,East of England,,,0
24/01/2020,region,E12000006,East of England,,,0
23/01/2020,region,E12000006,East of England,,,0
22/01/2020,region,E12000006,East of England,,,0
21/01/2020,region,E12000006,East of England,,,0
20/01/2020,region,E12000006,East of England,,,0
19/01/2020,region,E12000006,East of England,,,0
18/01/2020,region,E12000006,East of England,,,0
17/01/2020,region,E12000006,East of England,,,0
16/01/2020,region,E12000006,East of England,,,0
15/01/2020,region,E12000006,East of England,,,0
14/01/2020,region,E12000006,East of England,,,0
13/01/2020,region,E12000006,East of England,,,0
12/01/2020,region,E12000006,East of England,,,0
11/01/2020,region,E12000006,East of England,,,0
10/01/2020,region,E12000006,East of England,,,0
09/01/2020,region,E12000006,East of England,,,0
08/01/2020,region,E12000006,East of England,,,0
07/01/2020,region,E12000006,East of England,,,0
06/01/2020,region,E12000006,East of England,,,0
05/01/2020,region,E12000006,East of England,,,0
04/01/2020,region,E12000006,East of England,,,0
03/01/2020,region,E12000006,East of England,,,0
18/12/2020,region,E12000007,London,2574.4,101,423.2
17/12/2020,region,E12000007,London,,100.4,393.9
16/12/2020,region,E12000007,London,,99.6,375.9
15/12/2020,region,E12000007,London,,99,328.7
14/12/2020,region,E12000007,London,,98.8,306
13/12/2020,region,E12000007,London,,98.5,274.1
12/12/2020,region,E12000007,London,,98.2,263.3
11/12/2020,region,E12000007,London,,97.8,242
10/12/2020,region,E12000007,London,,97.4,220.4
09/12/2020,region,E12000007,London,,96.9,197.4
08/12/2020,region,E12000007,London,,96.4,198.1
07/12/2020,region,E12000007,London,,95.9,195.4
06/12/2020,region,E12000007,London,,95.7,191.1
05/12/2020,region,E12000007,London,,95.4,173.7
04/12/2020,region,E12000007,London,,95,172.4
03/12/2020,region,E12000007,London,,94.5,161
02/12/2020,region,E12000007,London,,94.1,161
01/12/2020,region,E12000007,London,,93.4,159.8
30/11/2020,region,E12000007,London,,93,153.6
29/11/2020,region,E12000007,London,,92.8,153.7
28/11/2020,region,E12000007,London,,92.6,168.6
27/11/2020,region,E12000007,London,,92.2,171.8
26/11/2020,region,E12000007,London,,91.6,173
25/11/2020,region,E12000007,London,,91.2,178.1
24/11/2020,region,E12000007,London,,90.6,172.7
23/11/2020,region,E12000007,London,,90.4,180.5
22/11/2020,region,E12000007,London,,90.2,164.8
21/11/2020,region,E12000007,London,,89.8,161.1
20/11/2020,region,E12000007,London,,89.8,161.5
19/11/2020,region,E12000007,London,,89.1,172.8
18/11/2020,region,E12000007,London,,88.7,188.3
17/11/2020,region,E12000007,London,,88.7,188.6
16/11/2020,region,E12000007,London,,87.9,181.9
15/11/2020,region,E12000007,London,,87.8,197.7
14/11/2020,region,E12000007,London,,87.7,188.4
13/11/2020,region,E12000007,London,,87.5,185.7
12/11/2020,region,E12000007,London,,87.4,174.9
11/11/2020,region,E12000007,London,,86.9,154.3
10/11/2020,region,E12000007,London,,86.5,157.1
09/11/2020,region,E12000007,London,,86.2,158
08/11/2020,region,E12000007,London,,86.1,154.1
07/11/2020,region,E12000007,London,,85.9,156.9
06/11/2020,region,E12000007,London,,85.7,148.1
05/11/2020,region,E12000007,London,,85.4,153.5
04/11/2020,region,E12000007,London,,85.2,151.9
03/11/2020,region,E12000007,London,,84.8,153.7
02/11/2020,region,E12000007,London,,84.6,158.5
01/11/2020,region,E12000007,London,,84.5,159.2
31/10/2020,region,E12000007,London,,84.4,156.3
30/10/2020,region,E12000007,London,,84.3,163.6
29/10/2020,region,E12000007,London,,84,155.6
28/10/2020,region,E12000007,London,,83.7,152.4
27/10/2020,region,E12000007,London,,83.4,156.7
26/10/2020,region,E12000007,London,,83.2,150.9
25/10/2020,region,E12000007,London,,83.1,152.5
24/10/2020,region,E12000007,London,,83,150.8
23/10/2020,region,E12000007,London,,83,139.1
22/10/2020,region,E12000007,London,,82.7,135.4
21/10/2020,region,E12000007,London,,82.5,137.6
20/10/2020,region,E12000007,London,,82.4,124.9
19/10/2020,region,E12000007,London,,82.2,124.5
18/10/2020,region,E12000007,London,,82.2,111.7
17/10/2020,region,E12000007,London,,82.2,100.5
16/10/2020,region,E12000007,London,,82,100.6
15/10/2020,region,E12000007,London,,81.8,101.3
14/10/2020,region,E12000007,London,,81.7,94.7
13/10/2020,region,E12000007,London,,81.6,90.1
12/10/2020,region,E12000007,London,,81.5,84.2
11/10/2020,region,E12000007,London,,81.4,86.3
10/10/2020,region,E12000007,London,,81.3,101.1
09/10/2020,region,E12000007,London,,81.2,100
08/10/2020,region,E12000007,London,,81,89.3
07/10/2020,region,E12000007,London,,80.8,81.4
06/10/2020,region,E12000007,London,,80.7,71.1
05/10/2020,region,E12000007,London,,80.6,66.5
04/10/2020,region,E12000007,London,,80.6,59.9
03/10/2020,region,E12000007,London,,80.5,44.6
02/10/2020,region,E12000007,London,,80.5,36.7
01/10/2020,region,E12000007,London,,80.3,37.6
30/09/2020,region,E12000007,London,,80.1,38.4
29/09/2020,region,E12000007,London,,80,40
28/09/2020,region,E12000007,London,,79.8,38.3
27/09/2020,region,E12000007,London,,79.8,37
26/09/2020,region,E12000007,London,,79.8,33.2
25/09/2020,region,E12000007,London,,79.7,32.7
24/09/2020,region,E12000007,London,,79.6,30.4
23/09/2020,region,E12000007,London,,79.4,26.2
22/09/2020,region,E12000007,London,,79.3,23
21/09/2020,region,E12000007,London,,79.2,22.2
20/09/2020,region,E12000007,London,,79.2,21.5
